booking_id,passenger_id,flight_id,route_key,airline_key,date_key,status,seat_number,total_paid_amount,payment_count
B1558,P1741,AI007,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20250807,PENDING,27A,15597.73,2
B1559,P1130,UK202,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20260120,CONFIRMED,5F,3622.91,1
B1560,P1631,AI200,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260307,CONFIRMED,18C,0.0,0
B1561,P1442,UK172,dd9b7f73506b86ec79aa343e64a2fb35,d813685481e1e769c9968895601aa06a,20260127,PENDING,18C,11507.310000000001,2
B1562,P1837,6F214,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250501,CONFIRMED,10B,6572.09,1
B1563,P1758,UK037,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250911,PENDING,27B,0.0,0
B1564,P1431,AI022,127ab6733de551c1aea35612b818c8d5,1d96baf00ff457518c392cdbc36d081e,20250814,PENDING,17F,3514.52,1
B1565,P1703,AI243,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260206,CANCELLED,20D,7243.49,2
B1566,P1496,SJ174,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20251008,CONFIRMED,29F,26394.47,2
B1567,P1402,SJ079,bc77046451bd9d63487f804a25d5b6fc,fe10005e6631d2c82bc640a5b707027e,20251113,PENDING,9A,10982.24,1
B1568,P1322,UK097,c9d4324c50c5e70095cd3e0446bcbd2d,d813685481e1e769c9968895601aa06a,20251221,CONFIRMED,21A,0.0,0
B1569,P1209,AI013,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20251226,CANCELLED,14E,0.0,0
B1570,P1614,UK196,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20251121,CANCELLED,25E,15054.77,2
B1571,P1328,SJ213,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20251106,CONFIRMED,2C,0.0,0
B1572,P1371,UK119,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20250526,CONFIRMED,5D,13849.86,1
B1573,P1459,AI043,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260318,PENDING,19B,7629.97,1
B1574,P1132,AI043,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250429,CANCELLED,18A,13905.05,1
B1575,P1834,AI143,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250616,CANCELLED,2B,12516.91,1
B1576,P1650,SJ032,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20251020,UNKNOWN,6F,0.0,0
B1577,P1120,6F050,dd9b7f73506b86ec79aa343e64a2fb35,143c0deac2b49915503dd16a9f5462ba,20260124,CONFIRMED,23A,0.0,0
B1578,P1605,AI134,c9d4324c50c5e70095cd3e0446bcbd2d,1d96baf00ff457518c392cdbc36d081e,20251225,PENDING,6B,4097.6900000000005,2
B1579,P1451,6F182,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250424,CONFIRMED,28E,9444.1,2
B1580,P1964,SJ086,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20251008,CONFIRMED,20D,26625.059999999998,3
B1581,P1128,6F170,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250806,CONFIRMED,3D,9514.99,1
B1582,P1090,UK168,3994560a2c713f116680d065b7d4c478,d813685481e1e769c9968895601aa06a,20250424,PENDING,34B,13552.0,1
B1583,P1603,SJ072,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260222,UNKNOWN,33D,0.0,0
B1584,P1574,UK075,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20250428,CANCELLED,21C,26466.88,2
B1585,P1028,6F233,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20260108,CANCELLED,1C,23517.699999999997,2
B1586,P1721,SJ143,dd9b7f73506b86ec79aa343e64a2fb35,fe10005e6631d2c82bc640a5b707027e,20251113,CANCELLED,25B,0.0,0
B1587,P1523,SJ246,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20250628,PENDING,34E,11740.35,1
B1588,P1332,SJ247,dd9b7f73506b86ec79aa343e64a2fb35,fe10005e6631d2c82bc640a5b707027e,20251104,CONFIRMED,10B,12810.22,1
B1589,P1296,UK157,24879a2de7527581c3dbc2294134abe5,d813685481e1e769c9968895601aa06a,20250831,PENDING,3D,29432.760000000002,3
B1590,P1129,UK069,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20260401,CONFIRMED,25B,1015.84,1
B1591,P1292,AI106,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20251120,CANCELLED,8A,16833.8,2
B1592,P1172,UK085,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,d813685481e1e769c9968895601aa06a,20251117,CONFIRMED,24F,0.0,0
B1593,P1719,6F087,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20250924,UNKNOWN,1A,0.0,0
B1594,P1943,AI067,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20250601,CONFIRMED,25E,1448.88,1
B1595,P1023,6F226,dd9b7f73506b86ec79aa343e64a2fb35,143c0deac2b49915503dd16a9f5462ba,20260107,PENDING,4E,24869.85,2
B1596,P1098,SJ210,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20251220,CONFIRMED,15E,18020.9,2
B1597,P1405,6F269,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20251023,CONFIRMED,33A,19192.260000000002,2
B1598,P1355,UK013,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20260102,CONFIRMED,11B,15978.23,2
B1599,P1138,UK013,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20250930,PENDING,9E,0.0,0
B1600,P1502,UK143,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250720,PENDING,2C,24083.25,2
B1601,P1825,6F262,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,143c0deac2b49915503dd16a9f5462ba,20250907,PENDING,28D,0.0,0
B1602,P1173,6F042,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250707,UNKNOWN,2A,4028.21,1
B1603,P1028,SJ118,dd9b7f73506b86ec79aa343e64a2fb35,fe10005e6631d2c82bc640a5b707027e,20251206,CANCELLED,17E,0.0,0
B1604,P1930,SJ118,dd9b7f73506b86ec79aa343e64a2fb35,fe10005e6631d2c82bc640a5b707027e,20251117,CANCELLED,3C,0.0,0
B1605,P1495,SJ082,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20251003,CANCELLED,6C,0.0,0
B1606,P1654,6F015,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250718,CONFIRMED,23E,21087.41,3
B1607,P1827,AI101,cf98c283c13881769b3b684c7653eba9,1d96baf00ff457518c392cdbc36d081e,20260202,INVALID,30F,13086.08,2
B1608,P1350,SJ110,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20250628,CANCELLED,10B,0.0,0
B1609,P1553,SJ042,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20251021,CANCELLED,19D,0.0,0
B1610,P1298,6F145,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20251013,CONFIRMED,27A,5809.44,1
B1611,P1719,UK029,dd9b7f73506b86ec79aa343e64a2fb35,d813685481e1e769c9968895601aa06a,20260105,CANCELLED,14C,22397.64,2
B1612,P1841,SJ200,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20250418,CANCELLED,28C,0.0,0
B1613,P1944,SJ209,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20260129,CONFIRMED,6A,16309.3,2
B1614,P1191,AI116,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20250511,UNKNOWN,30B,8965.77,2
B1615,P1671,6F117,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20250523,CANCELLED,33B,13670.64,2
B1616,P1063,SJ181,c43ed166a8fa9fe1e85762faa8bf124b,fe10005e6631d2c82bc640a5b707027e,20251223,PENDING,17A,0.0,0
B1617,P1754,AI070,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250510,INVALID,18A,12237.51,1
B1618,P1769,AI070,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260119,CONFIRMED,1B,6904.57,1
B1619,P1663,UK042,382e870b93a9172b725c021a093b911d,d813685481e1e769c9968895601aa06a,20260205,PENDING,13A,33652.61,3
B1620,P1214,AI169,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260224,PENDING,1B,33808.97,4
B1621,P1833,6F021,9f16374b2c912e79e7314809f36c7172,143c0deac2b49915503dd16a9f5462ba,20251221,PENDING,27A,11805.25,2
B1622,P1165,SJ046,127ab6733de551c1aea35612b818c8d5,fe10005e6631d2c82bc640a5b707027e,20250623,PENDING,19F,36638.7,3
B1623,P1542,AI211,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250817,CANCELLED,22B,37128.79,4
B1624,P1882,SJ091,3994560a2c713f116680d065b7d4c478,fe10005e6631d2c82bc640a5b707027e,20251220,CANCELLED,34F,0.0,0
B1625,P1231,AI123,382e870b93a9172b725c021a093b911d,1d96baf00ff457518c392cdbc36d081e,20260405,PENDING,7D,0.0,0
B1626,P1793,6F053,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20250417,CANCELLED,25C,7859.04,1
B1627,P1540,UK012,382e870b93a9172b725c021a093b911d,d813685481e1e769c9968895601aa06a,20260109,PENDING,27E,23952.61,2
B1628,P1194,6F023,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20251125,PENDING,33A,1971.53,1
B1629,P1505,AI250,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260102,CONFIRMED,11A,0.0,0
B1630,P1333,AI238,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20260407,PENDING,26F,11475.88,1
B1631,P1767,UK096,6ae5133ee42f35cd132a43580eeb7688,d813685481e1e769c9968895601aa06a,20260217,CANCELLED,24F,17514.41,2
B1632,P1792,UK126,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20260330,PENDING,1D,11397.25,1
B1633,P1303,SJ195,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250830,CONFIRMED,8E,0.0,0
B1634,P1832,SJ171,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20251225,CANCELLED,1C,0.0,0
B1635,P1436,AI136,b871fbfcad03d855bfddf41229297608,1d96baf00ff457518c392cdbc36d081e,20250814,INVALID,7C,0.0,0
B1636,P1322,SJ192,c9d4324c50c5e70095cd3e0446bcbd2d,fe10005e6631d2c82bc640a5b707027e,20250527,CONFIRMED,22B,14700.1,1
B1637,P1501,6F035,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20251201,PENDING,27C,25470.66,3
B1638,P1857,UK088,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260223,CONFIRMED,22C,0.0,0
B1639,P1913,6F009,3994560a2c713f116680d065b7d4c478,143c0deac2b49915503dd16a9f5462ba,20250914,CONFIRMED,24E,6069.3,2
B1640,P1392,6F004,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20260128,CANCELLED,30B,0.0,0
B1641,P1805,UK122,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20260327,UNKNOWN,28D,14953.42,1
B1642,P1598,AI251,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20260215,PENDING,4E,6919.99,1
B1643,P1148,AI027,127ab6733de551c1aea35612b818c8d5,1d96baf00ff457518c392cdbc36d081e,20260204,PENDING,14A,0.0,0
B1644,P1760,SJ165,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20251020,PENDING,20E,10406.49,1
B1645,P1832,UK081,b871fbfcad03d855bfddf41229297608,d813685481e1e769c9968895601aa06a,20250816,CONFIRMED,17D,2308.55,1
B1646,P1404,UK191,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20250927,CANCELLED,28C,22654.88,2
B1647,P1282,SJ188,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20251106,PENDING,14F,17320.63,2
B1648,P1361,6F016,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20250809,CONFIRMED,33D,3484.04,1
B1649,P1378,6F064,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20260405,PENDING,4F,28108.05,2
B1650,P1197,SJ105,225fb0760ffcd1233b1e4a61a511e724,fe10005e6631d2c82bc640a5b707027e,20260403,UNKNOWN,10D,0.0,0
B1651,P1555,SJ054,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250909,CANCELLED,21B,6941.55,1
B1652,P1355,6F197,c43ed166a8fa9fe1e85762faa8bf124b,143c0deac2b49915503dd16a9f5462ba,20251219,PENDING,23C,21520.53,4
B1653,P1539,AI040,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20260326,CANCELLED,31B,10350.94,1
B1654,P1428,AI131,382e870b93a9172b725c021a093b911d,1d96baf00ff457518c392cdbc36d081e,20250814,UNKNOWN,31A,12116.85,1
B1655,P1016,6F141,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20251009,PENDING,7D,0.0,0
B1656,P1638,UK035,c9d4324c50c5e70095cd3e0446bcbd2d,d813685481e1e769c9968895601aa06a,20250512,CONFIRMED,26E,9174.46,1
B1657,P1378,AI005,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250828,CONFIRMED,12B,11326.44,1
B1658,P1679,AI001,96cabcf3c0a98d19c08ef1c8eeba1154,1d96baf00ff457518c392cdbc36d081e,20250622,CONFIRMED,18D,0.0,0
B1659,P1505,UK211,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20260117,PENDING,6D,0.0,0
B1660,P1755,SJ189,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20260404,CANCELLED,12D,5033.75,1
B1661,P1898,UK006,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20250421,PENDING,18D,20979.510000000002,2
B1662,P1075,6F189,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20251013,CONFIRMED,17A,9168.1,1
B1663,P1230,AI133,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250516,CANCELLED,15B,66885.47,6
B1664,P1715,SJ216,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20251108,CONFIRMED,25B,0.0,0
B1665,P1961,SJ133,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260304,CANCELLED,29D,13434.66,1
B1666,P1247,UK082,dd9b7f73506b86ec79aa343e64a2fb35,d813685481e1e769c9968895601aa06a,20260305,PENDING,32C,4184.87,1
B1667,P1301,6F136,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20260216,CANCELLED,32C,0.0,0
B1668,P1725,6F039,12a0c17677be948b58459ad87ee14879,143c0deac2b49915503dd16a9f5462ba,20250430,PENDING,3B,0.0,0
B1669,P1214,AI011,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20250616,CONFIRMED,3E,0.0,0
B1670,P1157,SJ225,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20250512,CANCELLED,16C,0.0,0
B1671,P1068,SJ024,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20250708,CONFIRMED,22C,0.0,0
B1672,P1392,AI109,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250801,CANCELLED,14E,6895.9,1
B1673,P1084,AI147,8a783a606a385b3bfe750ffd23c30c03,1d96baf00ff457518c392cdbc36d081e,20250612,UNKNOWN,28B,0.0,0
B1674,P1266,UK057,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20251103,CANCELLED,18C,0.0,0
B1675,P1068,6F111,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250801,CANCELLED,9A,0.0,0
B1676,P1610,AI197,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260414,PENDING,24C,26552.82,2
B1677,P1346,UK127,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20260131,PENDING,29C,19599.18,2
B1678,P1961,6F240,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20251231,PENDING,24B,3831.88,1
B1679,P1727,6F257,12a0c17677be948b58459ad87ee14879,143c0deac2b49915503dd16a9f5462ba,20250817,CANCELLED,25A,0.0,0
B1680,P1926,AI253,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260319,UNKNOWN,11F,0.0,0
B1681,P1672,SJ135,12a0c17677be948b58459ad87ee14879,fe10005e6631d2c82bc640a5b707027e,20260402,CANCELLED,15C,26057.93,2
B1682,P1422,UK112,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250710,CANCELLED,20B,2916.86,1
B1683,P1605,AI050,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250807,CONFIRMED,9C,19349.760000000002,2
B1684,P1173,UK060,3994560a2c713f116680d065b7d4c478,d813685481e1e769c9968895601aa06a,20251118,PENDING,8E,0.0,0
B1685,P1676,SJ183,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20250515,CANCELLED,25E,12700.44,2
B1686,P1114,UK138,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20251117,CONFIRMED,23E,1293.05,1
B1687,P1219,SJ071,edec40d16277592f865f6f96d12c6237,fe10005e6631d2c82bc640a5b707027e,20251012,PENDING,22F,0.0,0
B1688,P1955,AI057,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250614,PENDING,9D,10945.95,1
B1689,P1030,SJ151,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250710,CANCELLED,20B,8030.27,1
B1690,P1522,SJ144,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20250628,PENDING,12C,7675.73,1
B1691,P1342,SJ087,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20260123,PENDING,12E,10442.06,1
B1692,P1376,SJ066,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20260402,CONFIRMED,18A,0.0,0
B1693,P1129,AI247,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260102,CONFIRMED,11F,0.0,0
B1694,P1999,SJ102,12a0c17677be948b58459ad87ee14879,fe10005e6631d2c82bc640a5b707027e,20260401,PENDING,24D,7153.610000000001,2
B1695,P1616,6F252,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260413,CONFIRMED,4F,5969.93,1
B1696,P1538,6F055,8ff2523fe27e0b381e5ec1a14e29a704,143c0deac2b49915503dd16a9f5462ba,20251128,PENDING,11C,0.0,0
B1697,P1738,AI204,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20251112,CANCELLED,34B,0.0,0
B1698,P1001,AI016,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260202,CONFIRMED,31D,8023.98,1
B1699,P1870,AI209,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20251211,PENDING,15D,23144.93,3
B1700,P1100,SJ211,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20260104,PENDING,14B,6028.27,1
B1701,P1532,6F103,edec40d16277592f865f6f96d12c6237,143c0deac2b49915503dd16a9f5462ba,20251016,CONFIRMED,13F,0.0,0
B1702,P1057,UK182,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20250422,CONFIRMED,31F,13329.36,1
B1703,P1388,6F264,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20251225,CANCELLED,19B,11995.2,2
B1704,P1691,6F027,b871fbfcad03d855bfddf41229297608,143c0deac2b49915503dd16a9f5462ba,20250723,PENDING,29A,13993.49,1
B1705,P1940,UK198,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20260131,CANCELLED,3B,20858.789999999997,4
B1706,P1340,6F171,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20250907,CANCELLED,15C,0.0,0
B1707,P1860,AI004,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20250705,CANCELLED,1B,0.0,0
B1708,P1019,6F157,12a0c17677be948b58459ad87ee14879,143c0deac2b49915503dd16a9f5462ba,20251122,CONFIRMED,3C,0.0,0
B1709,P1254,AI018,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20251003,CANCELLED,22B,0.0,0
B1710,P1316,UK098,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250805,CONFIRMED,21E,12059.65,1
B1711,P1037,6F167,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20260129,UNKNOWN,4C,0.0,0
B1712,P1659,AI228,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250906,CANCELLED,17C,0.0,0
B1713,P1536,SJ242,6ae5133ee42f35cd132a43580eeb7688,fe10005e6631d2c82bc640a5b707027e,20250831,CANCELLED,17D,0.0,0
B1714,P1385,6F227,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20251211,PENDING,34C,5064.12,1
B1715,P1632,6F037,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20250827,CANCELLED,20C,0.0,0
B1716,P1927,6F107,cae609ae5d68de9a8792d0e2117d4ded,143c0deac2b49915503dd16a9f5462ba,20251222,PENDING,28A,0.0,0
B1717,P1025,SJ125,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20251106,CANCELLED,14A,2408.2200000000003,2
B1718,P1453,UK117,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250617,CANCELLED,9B,18312.78,2
B1719,P1680,6F192,cae609ae5d68de9a8792d0e2117d4ded,143c0deac2b49915503dd16a9f5462ba,20251112,CANCELLED,29E,5781.1,1
B1720,P1322,AI201,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20251127,CANCELLED,27B,5194.3,1
B1721,P1736,SJ126,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20260325,PENDING,21A,0.0,0
B1722,P1512,AI177,27d0f59c48e41aa01667e01a8c02ec7b,1d96baf00ff457518c392cdbc36d081e,20260210,PENDING,5E,0.0,0
B1723,P1818,AI092,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20251223,CANCELLED,26B,0.0,0
B1724,P1772,6F076,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20251010,CANCELLED,11D,10484.53,1
B1725,P1012,AI185,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20250429,PENDING,1E,0.0,0
B1726,P1914,AI055,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20250514,CONFIRMED,2B,10313.45,2
B1727,P1907,6F222,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260315,CONFIRMED,27D,0.0,0
B1728,P1559,AI090,12a0c17677be948b58459ad87ee14879,1d96baf00ff457518c392cdbc36d081e,20251212,CONFIRMED,1C,7592.89,1
B1729,P1920,AI183,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250603,PENDING,4F,2726.28,1
B1730,P1824,AI041,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20250429,PENDING,25F,0.0,0
B1731,P1370,6F210,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250712,CONFIRMED,25F,1355.89,1
B1732,P1290,AI170,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20260115,CONFIRMED,3A,7405.96,1
B1733,P1331,SJ008,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20260416,CANCELLED,2E,10832.74,1
B1734,P1605,AI049,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20250929,PENDING,27E,2972.66,1
B1735,P1260,SJ132,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,fe10005e6631d2c82bc640a5b707027e,20250512,PENDING,34E,10012.48,1
B1736,P1993,SJ224,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20260126,CONFIRMED,28E,8590.58,2
B1737,P1789,UK038,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20250611,CONFIRMED,1E,12049.41,1
B1738,P1870,SJ220,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250814,PENDING,27B,26003.14,3
B1739,P1204,6F124,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20250629,CANCELLED,34F,8263.32,1
B1740,P1696,SJ164,edec40d16277592f865f6f96d12c6237,fe10005e6631d2c82bc640a5b707027e,20251116,CONFIRMED,14D,0.0,0
B1741,P1686,AI026,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20250518,PENDING,18E,4483.43,1
B1742,P1949,6F144,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20250914,PENDING,16D,0.0,0
B1743,P1386,6F137,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20251121,INVALID,6F,4062.36,1
